PARK Ji Won POSITION,PARK Ji Won LAP TIME,PARK Ji Won ELAPSED TIME,Thomas Insuk HONG POSITION,Thomas Insuk HONG LAP TIME,Thomas Insuk HONG ELAPSED TIME,FERCOQ Quentin POSITION,FERCOQ Quentin LAP TIME,FERCOQ Quentin ELAPSED TIME,REN Ziwei POSITION,REN Ziwei LAP TIME,REN Ziwei ELAPSED TIME
1,7.10,7.10,2,7.22,7.22,4,7.53,7.53,3,7.23,7.23
1,9.17,16.27,2,9.11,16.33,4,9.32,16.85,3,9.25,16.48
1,8.95,25.22,3,9.04,25.37,4,8.95,25.80,2,8.85,25.33
1,9.09,34.31,2,9.02,34.39,4,8.90,34.70,3,9.07,34.40
1,9.10,43.407,3,9.37,43.760,4,9.18,43.874,2,9.27,43.661
