AYRAPETYAN Denis POSITION,AYRAPETYAN Denis LAP TIME,AYRAPETYAN Denis ELAPSED TIME,Yoshiaki OGURO POSITION,Yoshiaki OGURO LAP TIME,Yoshiaki OGURO ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME,NAVARRO Tristan POSITION,NAVARRO Tristan LAP TIME,NAVARRO Tristan ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME
1,13.63,13.63,2,13.76,13.76,5,14.10,14.10,3,13.90,13.90,4,14.01,14.01
1,10.62,24.25,2,10.62,24.38,5,10.61,24.71,3,10.57,24.47,4,10.55,24.56
1,10.22,34.47,3,10.28,34.66,5,10.21,34.92,2,10.16,34.63,4,10.27,34.83
1,9.65,44.12,3,9.61,44.27,5,9.60,44.52,2,9.55,44.18,4,9.55,44.38
1,9.27,53.39,2,9.36,53.63,5,9.35,53.87,2,9.45,53.63,4,9.38,53.76
1,9.06,1:02.45,2,9.01,1:02.64,5,9.14,1:03.01,3,9.10,1:02.73,4,9.07,1:02.83
1,9.06,1:11.51,3,9.07,1:11.71,5,8.90,1:11.91,2,8.89,1:11.62,4,8.89,1:11.72
1,9.13,1:20.64,4,9.24,1:20.95,5,9.21,1:21.12,2,9.03,1:20.65,3,9.13,1:20.85
1,9.51,1:30.15,3,9.61,1:30.533,5,32.57,1:53.649,4,10.38,1:31.001,2,9.51,1:30.331
