Jonathan GUILMETTE POSITION,Jonathan GUILMETTE LAP TIME,Jonathan GUILMETTE ELAPSED TIME,AHN Hyun-Soo POSITION,AHN Hyun-Soo LAP TIME,AHN Hyun-Soo ELAPSED TIME,Jean Charles MATTEI POSITION,Jean Charles MATTEI LAP TIME,Jean Charles MATTEI ELAPSED TIME,Denis ZASLAVSKY POSITION,Denis ZASLAVSKY LAP TIME,Denis ZASLAVSKY ELAPSED TIME
2,13.468,13.468,1,13.380,13.380,3,13.573,13.573,4,13.663,13.663
3,10.191,23.659,1,10.056,23.436,2,10.049,23.621,4,10.129,23.792
2,9.650,33.308,1,9.592,33.028,3,9.766,33.387,4,9.707,33.498
2,9.369,42.677,1,9.463,42.490,3,9.299,42.686,4,9.367,42.865
2,9.499,52.175,1,9.280,51.769,3,9.534,52.219,4,9.481,52.345
2,9.491,1:01.666,1,9.600,1:01.368,3,9.472,1:01.691,4,9.467,1:01.812
2,9.400,1:11.065,1,9.573,1:10.941,3,9.417,1:11.107,4,9.417,1:11.229
2,9.290,1:20.355,1,9.283,1:20.224,3,9.491,1:20.598,4,9.489,1:20.717
2,9.55,1:29.897,1,9.55,1:29.770,4,9.88,1:30.476,3,9.46,1:30.170
