Carly WILSON POSITION,Carly WILSON LAP TIME,Carly WILSON ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,ZHAO Nannan POSITION,ZHAO Nannan LAP TIME,ZHAO Nannan ELAPSED TIME,Lia STEPANOVA POSITION,Lia STEPANOVA LAP TIME,Lia STEPANOVA ELAPSED TIME
2,7.370,7.370,3,7.577,7.577,1,7.003,7.003,4,7.635,7.635
2,9.516,16.886,3,9.647,17.223,1,9.863,16.866,4,9.867,17.503
2,9.215,26.101,3,9.112,26.335,1,9.179,26.045,4,9.462,26.964
3,10.092,36.193,2,9.797,36.132,1,9.222,35.267,4,9.338,36.302
3,9.714,45.907,2,9.774,45.906,1,9.510,44.777,4,10.054,46.356
