van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,BINEY Maame POSITION,BINEY Maame LAP TIME,BINEY Maame ELAPSED TIME,EFREMENKOVA Ekaterina POSITION,EFREMENKOVA Ekaterina LAP TIME,EFREMENKOVA Ekaterina ELAPSED TIME,QU Chunyu POSITION,QU Chunyu LAP TIME,QU Chunyu ELAPSED TIME,SARAULT Courtney Lee POSITION,SARAULT Courtney Lee LAP TIME,SARAULT Courtney Lee ELAPSED TIME
1,7.10,7.10,2,7.18,7.18,4,7.58,7.58,3,7.31,7.31,5,7.69,7.69
1,9.17,16.27,2,9.27,16.45,4,9.20,16.78,3,9.30,16.61,5,9.36,17.05
1,8.71,24.98,2,8.69,25.14,4,8.66,25.44,3,8.72,25.33,5,8.92,25.97
1,9.03,34.01,3,8.94,34.08,4,8.85,34.29,2,8.74,34.07,5,9.27,35.24
1,9.28,43.29,3,9.57,43.651,4,9.51,43.800,2,9.32,43.39,5,9.75,44.991
