HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME,Ingmar van RIEL POSITION,Ingmar van RIEL LAP TIME,Ingmar van RIEL ELAPSED TIME
1,6.747,6.747,2,7.076,7.076,3,7.326,7.326
1,9.145,15.892,3,9.277,16.353,2,9.005,16.331
1,8.759,24.650,3,8.943,25.296,2,8.948,25.279
1,8.685,33.335,3,9.342,34.639,2,8.889,34.169
1,8.868,42.203,3,9.609,44.247,2,9.470,43.638
