BURIC Katarina POSITION,BURIC Katarina LAP TIME,BURIC Katarina ELAPSED TIME,DOAK Rikki POSITION,DOAK Rikki LAP TIME,DOAK Rikki ELAPSED TIME,CHOI Min Jeong POSITION,CHOI Min Jeong LAP TIME,CHOI Min Jeong ELAPSED TIME,Myeongbi JUNG POSITION,Myeongbi JUNG LAP TIME,Myeongbi JUNG ELAPSED TIME,QU Chunyu POSITION,QU Chunyu LAP TIME,QU Chunyu ELAPSED TIME
4,7.79,7.79,1,7.29,7.29,2,7.43,7.43,5,7.90,7.90,3,7.58,7.58
5,10.08,17.87,2,9.43,16.72,1,9.28,16.71,4,9.77,17.67,3,9.27,16.85
5,9.53,27.40,3,8.95,25.67,1,8.70,25.41,4,9.69,27.36,2,8.71,25.56
4,9.75,37.15,3,9.08,34.75,1,8.90,34.31,5,9.87,37.23,2,8.85,34.41
4,9.98,47.133,3,9.37,44.123,1,9.21,43.52,5,9.95,47.188,2,9.33,43.74
