Patrick DUFFY POSITION,Patrick DUFFY LAP TIME,Patrick DUFFY ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,SIN da Woon POSITION,SIN da Woon LAP TIME,SIN da Woon ELAPSED TIME,Thibault CROLET POSITION,Thibault CROLET LAP TIME,Thibault CROLET ELAPSED TIME
1,13.11,13.11,3,13.24,13.24,2,13.22,13.22,4,13.35,13.35
2,9.86,22.97,4,10.07,23.31,1,9.69,22.91,3,9.76,23.11
1,9.31,32.28,4,9.28,32.59,2,9.38,32.29,3,9.36,32.47
1,9.05,41.33,4,9.07,41.66,2,9.16,41.45,3,9.06,41.53
1,9.21,50.54,4,9.22,50.88,2,9.21,50.66,3,9.22,50.75
1,9.09,59.63,4,9.07,59.95,2,9.03,59.69,3,9.06,59.81
1,9.11,1:08.74,4,9.09,1:09.04,2,9.06,1:08.75,3,9.10,1:08.91
2,9.10,1:17.84,4,9.23,1:18.27,1,8.79,1:17.54,3,9.17,1:18.08
2,9.27,1:27.109,4,9.39,1:27.652,1,9.08,1:26.620,3,9.43,1:27.505
