TAO Jiaying POSITION,TAO Jiaying LAP TIME,TAO Jiaying ELAPSED TIME,HUOT MARCHAND Tifany POSITION,HUOT MARCHAND Tifany LAP TIME,HUOT MARCHAND Tifany ELAPSED TIME,YOON Jung Min POSITION,YOON Jung Min LAP TIME,YOON Jung Min ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME
2,14.95,14.95,3,15.07,15.07,4,15.18,15.18,1,14.84,14.84
1,11.55,26.50,3,11.62,26.69,4,11.68,26.86,2,11.69,26.53
2,10.94,37.44,3,10.92,37.61,4,10.88,37.74,1,10.89,37.42
2,10.24,47.68,3,10.16,47.77,4,10.13,47.87,1,10.16,47.58
2,10.31,57.99,3,10.35,58.12,4,10.39,58.26,1,10.38,57.96
1,9.78,1:07.77,3,9.86,1:07.98,4,9.83,1:08.09,2,9.93,1:07.89
1,9.99,1:17.76,3,10.01,1:17.99,4,10.02,1:18.11,2,10.01,1:17.90
1,9.93,1:27.69,3,9.87,1:27.86,4,9.82,1:27.93,2,9.86,1:27.76
1,9.79,1:37.48,3,9.83,1:37.69,4,9.92,1:37.832,2,9.87,1:37.63
