Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME,Tina KOENIG POSITION,Tina KOENIG LAP TIME,Tina KOENIG ELAPSED TIME,Anne MALTAIS POSITION,Anne MALTAIS LAP TIME,Anne MALTAIS ELAPSED TIME,Liesbeth MAU ASAM POSITION,Liesbeth MAU ASAM LAP TIME,Liesbeth MAU ASAM ELAPSED TIME
1,13.966,13.966,4,14.406,14.406,3,14.140,14.140,2,14.122,14.122
1,11.707,25.673,4,11.609,26.015,2,11.657,25.798,3,11.805,25.927
3,11.039,36.712,4,10.879,36.895,2,10.889,36.687,1,10.625,36.552
3,10.125,46.837,4,10.031,46.926,2,9.891,46.578,1,9.958,46.510
3,9.925,56.762,4,9.961,56.887,2,10.001,56.579,1,10.018,56.528
3,10.007,1:06.769,4,10.130,1:07.017,2,10.082,1:06.661,1,9.944,1:06.472
3,10.145,1:16.914,4,9.950,1:16.967,2,10.045,1:16.706,1,10.109,1:16.580
4,10.692,1:27.606,3,10.311,1:27.278,1,9.903,1:26.609,2,10.159,1:26.740
4,11.144,1:38.749,3,10.545,1:37.823,1,10.219,1:36.828,2,10.142,1:36.881
