LIU Xianwei POSITION,LIU Xianwei LAP TIME,LIU Xianwei ELAPSED TIME,Sebastian PRAUS POSITION,Sebastian PRAUS LAP TIME,Sebastian PRAUS ELAPSED TIME,Rudy KOEK POSITION,Rudy KOEK LAP TIME,Rudy KOEK ELAPSED TIME,Anthony DOUGLAS POSITION,Anthony DOUGLAS LAP TIME,Anthony DOUGLAS ELAPSED TIME
3,12.29,12.29,2,12.29,12.29,1,12.17,12.17,4,12.43,12.43
2,9.94,22.24,1,9.70,21.99,3,10.10,22.27,4,9.93,22.36
2,9.47,31.71,1,9.50,31.50,4,9.69,31.97,3,9.59,31.96
2,9.48,41.19,1,9.60,41.10,4,9.55,41.52,3,9.47,41.44
2,9.32,50.52,1,9.42,50.52,4,9.29,50.81,3,9.29,50.73
2,9.31,59.83,1,9.17,59.69,4,9.31,1:00.12,3,9.34,1:00.08
2,9.30,1:09.14,1,9.42,1:09.12,3,9.27,1:09.39,4,9.36,1:09.44
2,9.34,1:18.48,1,9.35,1:18.48,4,9.40,1:18.79,3,9.27,1:18.72
1,9.64,1:28.111,2,9.67,1:28.143,4,9.58,1:28.368,3,9.58,1:28.294
