YOSHINAGA Kazuki POSITION,YOSHINAGA Kazuki LAP TIME,YOSHINAGA Kazuki ELAPSED TIME,GALIAKHMETOV Adil POSITION,GALIAKHMETOV Adil LAP TIME,GALIAKHMETOV Adil ELAPSED TIME,Hazar KARAGOL POSITION,Hazar KARAGOL LAP TIME,Hazar KARAGOL ELAPSED TIME,SHULGINOV Alexander POSITION,SHULGINOV Alexander LAP TIME,SHULGINOV Alexander ELAPSED TIME,Bor Luka URLEP POSITION,Bor Luka URLEP LAP TIME,Bor Luka URLEP ELAPSED TIME
2,7.17,7.17,3,7.49,7.49,4,7.57,7.57,1,6.96,6.96,5,7.72,7.72
2,8.97,16.14,3,9.47,16.96,4,9.62,17.19,1,8.79,15.75,5,9.61,17.33
2,8.44,24.58,3,8.95,25.91,4,9.00,26.19,1,8.41,24.16,5,9.17,26.50
2,8.43,33.01,3,8.98,34.89,4,9.16,35.35,1,8.59,32.75,5,9.30,35.80
0,,PHOTO,3,9.18,44.055,4,9.56,44.91,0,,PHOTO,5,9.65,45.45
