LIN Meng POSITION,LIN Meng LAP TIME,LIN Meng ELAPSED TIME,Yasuko SAKASHITA POSITION,Yasuko SAKASHITA LAP TIME,Yasuko SAKASHITA ELAPSED TIME,Olga BELYAKOVA POSITION,Olga BELYAKOVA LAP TIME,Olga BELYAKOVA ELAPSED TIME,VALCEPINA Arianna POSITION,VALCEPINA Arianna LAP TIME,VALCEPINA Arianna ELAPSED TIME
2,13.54,13.54,1,13.45,13.45,4,13.65,13.65,3,13.55,13.55
2,10.47,24.01,1,10.47,23.92,3,10.45,24.10,4,10.68,24.23
2,10.76,34.77,1,10.72,34.64,3,10.79,34.89,4,10.77,35.00
2,10.47,45.24,1,10.50,45.14,3,10.48,45.37,4,10.46,45.46
2,9.92,55.16,1,10.00,55.14,3,9.96,55.33,4,10.00,55.46
1,9.76,1:04.92,2,9.87,1:05.01,3,9.78,1:05.11,4,9.78,1:05.24
1,10.12,1:15.04,2,10.14,1:15.15,3,10.16,1:15.27,4,10.17,1:15.41
1,10.13,1:25.17,2,10.12,1:25.27,3,10.10,1:25.37,4,10.24,1:25.65
1,10.17,1:35.334,2,10.14,1:35.408,3,10.11,1:35.471,4,10.62,1:36.268
