SEO Yi Ra POSITION,SEO Yi Ra LAP TIME,SEO Yi Ra ELAPSED TIME,SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME
1,6.81,6.81,3,7.06,7.06,2,6.94,6.94,4,7.15,7.15
1,9.05,15.86,3,8.97,16.03,2,9.00,15.94,4,8.97,16.12
1,8.52,24.38,3,8.53,24.56,2,8.53,24.47,4,8.53,24.65
1,8.51,32.89,4,21.56,46.12,2,8.56,33.03,3,8.51,33.16
1,8.71,41.598,3,31.59,1:17.702,0,,PEN,2,8.54,41.695
