Nicola FRANCESCHINA POSITION,Nicola FRANCESCHINA LAP TIME,Nicola FRANCESCHINA ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,Matthieu de BOISSET POSITION,Matthieu de BOISSET LAP TIME,Matthieu de BOISSET ELAPSED TIME,Elliott SHRIANE POSITION,Elliott SHRIANE LAP TIME,Elliott SHRIANE ELAPSED TIME
1,6.795,6.795,3,7.018,7.018,2,6.904,6.904,4,7.282,7.282
2,9.364,16.158,3,9.264,16.281,1,9.246,16.150,4,9.293,16.575
1,8.912,25.070,2,9.018,25.299,3,9.215,25.364,4,9.307,25.882
1,9.291,34.361,2,9.149,34.448,3,9.438,34.801,4,9.471,35.352
2,9.79,44.151,1,9.70,44.142,3,9.49,44.291,4,9.83,45.174
