Rusty SMITH POSITION,Rusty SMITH LAP TIME,Rusty SMITH ELAPSED TIME,Jarmil HRUZA POSITION,Jarmil HRUZA LAP TIME,Jarmil HRUZA ELAPSED TIME,Arian NACHBAR POSITION,Arian NACHBAR LAP TIME,Arian NACHBAR ELAPSED TIME,Yoshiharu ARINO POSITION,Yoshiharu ARINO LAP TIME,Yoshiharu ARINO ELAPSED TIME
1,6.812,6.812,3,6.862,6.862,4,7.045,7.045,2,6.860,6.860
1,9.189,16.001,2,9.438,16.300,3,9.353,16.398,4,9.589,16.449
1,8.910,24.911,4,9.294,25.594,3,9.087,25.484,2,8.940,25.388
1,8.900,33.811,4,8.907,34.501,2,8.789,34.272,3,8.949,34.337
1,9.38,43.190,4,9.85,44.343,3,9.38,43.648,2,9.28,43.611
