LI Haonan POSITION,LI Haonan LAP TIME,LI Haonan ELAPSED TIME,Steve ROBILLARD POSITION,Steve ROBILLARD LAP TIME,Steve ROBILLARD ELAPSED TIME,Yevgen YAKOVLEV POSITION,Yevgen YAKOVLEV LAP TIME,Yevgen YAKOVLEV ELAPSED TIME,Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME
2,13.276,13.276,4,13.452,13.452,1,13.112,13.112,3,13.403,13.403
3,9.974,23.250,2,9.647,23.099,1,9.742,22.854,4,9.949,23.351
3,9.801,33.050,2,9.933,33.032,1,9.903,32.757,4,9.752,33.103
3,9.513,42.563,2,9.375,42.406,1,9.500,42.257,4,9.534,42.636
2,9.251,51.814,1,9.239,51.645,4,9.624,51.880,3,9.237,51.872
3,9.335,1:01.148,1,9.123,1:00.767,4,9.807,1:01.686,2,9.196,1:01.068
2,9.122,1:10.270,1,9.478,1:10.244,4,9.569,1:11.255,3,9.275,1:10.342
3,9.182,1:19.451,4,9.295,1:19.539,1,8.156,1:19.410,2,9.107,1:19.449
1,9.97,1:29.415,3,26.05,1:45.587,2,12.57,1:31.973,0,,DQ
