LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Yuma SAKURAI POSITION,Yuma SAKURAI LAP TIME,Yuma SAKURAI ELAPSED TIME,Hannes KROEGER POSITION,Hannes KROEGER LAP TIME,Hannes KROEGER ELAPSED TIME
1,6.96,6.96,2,7.07,7.07,4,7.42,7.42,3,7.24,7.24
1,8.84,15.80,2,8.86,15.93,4,9.21,16.63,3,9.14,16.38
1,8.66,24.46,2,8.62,24.55,4,8.91,25.54,3,8.99,25.37
1,8.64,33.10,2,8.63,33.18,4,8.91,34.45,3,9.04,34.41
1,8.85,41.946,2,8.81,41.982,3,9.11,43.560,4,9.22,43.629
