KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Cole KRUEGER POSITION,Cole KRUEGER LAP TIME,Cole KRUEGER ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME
1,12.95,12.95,3,13.24,13.24,2,13.10,13.10,4,13.35,13.35
1,10.06,23.01,3,9.94,23.18,2,9.97,23.07,4,9.89,23.24
1,9.50,32.51,4,9.53,32.71,2,9.51,32.58,3,9.34,32.58
1,8.98,41.49,3,9.10,41.81,4,9.47,42.05,2,9.03,41.61
1,9.00,50.49,3,8.86,50.67,4,8.77,50.82,2,8.96,50.57
1,8.82,59.31,3,8.82,59.49,4,8.79,59.61,2,8.82,59.39
1,8.79,1:08.10,3,8.81,1:08.30,4,8.81,1:08.42,2,8.78,1:08.17
1,8.90,1:17.00,3,8.95,1:17.25,4,8.93,1:17.35,2,8.90,1:17.07
1,9.15,1:26.148,3,9.13,1:26.374,4,9.29,1:26.640,2,9.20,1:26.261
