Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME,Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME,KIM Yong-Sung POSITION,KIM Yong-Sung LAP TIME,KIM Yong-Sung ELAPSED TIME
3,6.83,6.83,1,6.60,6.60,2,6.79,6.79,4,7.32,7.32
2,8.89,15.73,1,8.90,15.50,3,8.95,15.74,4,9.23,16.55
3,8.60,24.33,1,8.77,24.27,2,8.56,24.31,4,8.42,24.97
2,9.08,33.42,1,9.00,33.28,3,9.13,33.44,4,8.88,33.86
2,14.06,47.472,1,9.40,42.679,3,16.70,50.135,0,,DQ
