Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME
1,6.78,6.78,2,6.99,6.99,3,7.15,7.15,4,7.50,7.50
1,8.85,15.63,2,8.83,15.82,3,9.08,16.23,4,8.98,16.48
1,8.65,24.28,2,8.66,24.48,3,8.86,25.09,4,8.91,25.39
1,8.76,33.04,2,8.85,33.33,3,9.18,34.27,4,8.98,34.37
1,8.84,41.876,2,9.00,42.326,3,9.23,43.493,4,9.29,43.651
