CHOI Ji Hyun POSITION,CHOI Ji Hyun LAP TIME,CHOI Ji Hyun ELAPSED TIME,Julia RIEDEL POSITION,Julia RIEDEL LAP TIME,Julia RIEDEL ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME
1,13.52,13.52,3,13.89,13.89,2,13.65,13.65
1,10.45,23.97,3,10.29,24.18,2,10.42,24.07
1,10.41,34.38,3,10.41,34.59,2,10.40,34.47
1,10.29,44.67,3,10.27,44.86,2,10.23,44.70
1,10.34,55.01,3,10.39,55.25,2,10.40,55.10
1,10.04,1:05.05,3,10.10,1:05.35,2,10.15,1:05.25
1,10.13,1:15.18,3,10.22,1:15.57,2,10.16,1:15.41
1,10.32,1:25.50,2,10.21,1:25.78,3,10.55,1:25.96
1,10.42,1:35.913,2,10.33,1:36.107,3,10.96,1:36.912
