Christiaan BOKKERINK POSITION,Christiaan BOKKERINK LAP TIME,Christiaan BOKKERINK ELAPSED TIME,Andrey STARZHINSKIY POSITION,Andrey STARZHINSKIY LAP TIME,Andrey STARZHINSKIY ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,SIN da Woon POSITION,SIN da Woon LAP TIME,SIN da Woon ELAPSED TIME,Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME
5,13.29,13.29,3,13.10,13.10,2,12.94,12.94,4,13.21,13.21,1,12.60,12.60
4,9.22,22.51,5,9.63,22.73,2,9.30,22.24,3,9.19,22.40,1,9.56,22.16
4,9.56,32.07,5,9.60,32.33,2,9.62,31.86,3,9.57,31.97,1,9.61,31.77
4,9.69,41.76,5,9.72,42.05,2,9.73,41.59,3,9.72,41.69,1,9.75,41.52
4,9.58,51.34,5,9.85,51.90,2,9.58,51.17,3,9.57,51.26,1,9.55,51.07
4,9.37,1:00.71,5,10.01,1:01.91,1,9.27,1:00.44,3,9.33,1:00.59,2,9.40,1:00.47
3,9.08,1:09.79,5,10.18,1:12.09,1,9.02,1:09.46,2,8.97,1:09.56,4,9.36,1:09.83
3,9.16,1:18.95,5,10.45,1:22.54,1,9.04,1:18.50,2,9.03,1:18.59,4,9.35,1:19.18
3,9.33,1:28.273,5,10.84,1:33.377,1,9.11,1:27.604,2,9.10,1:27.687,4,9.89,1:29.068
