Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,Timothy DEWISPELAERE POSITION,Timothy DEWISPELAERE LAP TIME,Timothy DEWISPELAERE ELAPSED TIME
1,6.90,6.90,2,7.00,7.00,4,7.17,7.17,3,7.14,7.14,5,7.29,7.29
1,9.20,16.10,2,9.18,16.18,3,9.44,16.61,4,9.61,16.75,5,17.71,25.00
1,8.51,24.61,2,8.52,24.70,3,8.66,25.27,4,8.82,25.57,5,24.16,49.16
1,8.88,33.49,2,8.94,33.64,3,8.79,34.06,4,8.94,34.51,5,11.94,1:01.10
1,9.07,42.552,2,9.03,42.669,3,9.01,43.064,4,9.38,43.885,5,10.78,1:11.876
