ZHANG Hongchao POSITION,ZHANG Hongchao LAP TIME,ZHANG Hongchao ELAPSED TIME,BLUNDEN Keanu POSITION,BLUNDEN Keanu LAP TIME,BLUNDEN Keanu ELAPSED TIME,KIM Chol Gwang POSITION,KIM Chol Gwang LAP TIME,KIM Chol Gwang ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME
1,6.75,6.75,2,7.01,7.01,4,7.32,7.32,3,7.11,7.11
1,8.84,15.59,2,8.99,16.00,4,9.40,16.72,3,8.97,16.08
1,8.50,24.09,2,8.62,24.62,4,8.83,25.55,3,8.63,24.71
1,8.61,32.70,2,8.65,33.27,4,9.00,34.55,3,8.62,33.33
1,8.79,41.49,3,9.01,42.28,4,9.31,43.837,2,8.85,42.18
