Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Michael GILDAY POSITION,Michael GILDAY LAP TIME,Michael GILDAY ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME
2,7.09,7.09,1,6.85,6.85,3,7.09,7.09,4,7.24,7.24
3,9.17,16.26,1,9.03,15.88,2,9.11,16.20,4,9.13,16.37
3,8.65,24.91,1,8.70,24.58,2,8.59,24.79,4,8.74,25.11
3,8.77,33.68,1,8.98,33.56,2,8.83,33.62,4,8.66,33.77
2,9.32,42.991,1,9.08,42.633,0,,PEN,3,9.23,42.998
