FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Marie-Eve DROLET POSITION,Marie-Eve DROLET LAP TIME,Marie-Eve DROLET ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME
1,7.14,7.14,2,7.28,7.28,3,7.43,7.43,4,7.60,7.60
1,9.34,16.48,2,9.40,16.68,3,9.33,16.76,4,9.40,17.00
1,9.11,25.59,3,9.00,25.68,2,8.90,25.66,4,9.00,26.00
1,9.12,34.71,3,33.21,58.89,4,52.20,1:17.86,2,9.26,35.26
1,9.40,44.110,0,,PEN,3,14.64,1:32.500,2,9.51,44.764
