Arthur GOTFREY POSITION,Arthur GOTFREY LAP TIME,Arthur GOTFREY ELAPSED TIME,DOLGOPOLOVA Mariya POSITION,DOLGOPOLOVA Mariya LAP TIME,DOLGOPOLOVA Mariya ELAPSED TIME,Lucia PERETTI POSITION,Lucia PERETTI LAP TIME,Lucia PERETTI ELAPSED TIME,Ranya EZZI POSITION,Ranya EZZI LAP TIME,Ranya EZZI ELAPSED TIME
1,16.54,16.54,2,16.66,16.66,4,16.97,16.97,3,16.80,16.80
1,11.75,28.29,2,11.74,28.40,4,11.71,28.68,3,11.74,28.54
1,11.24,39.53,2,11.23,39.63,4,11.20,39.88,3,11.19,39.73
1,10.92,50.45,2,10.93,50.56,4,10.88,50.76,3,10.93,50.66
1,10.29,1:00.74,2,10.32,1:00.88,4,10.42,1:01.18,3,10.34,1:01.00
1,9.99,1:10.73,2,9.98,1:10.86,4,9.81,1:10.99,3,9.92,1:10.92
1,9.84,1:20.57,2,9.88,1:20.74,4,10.03,1:21.02,3,10.01,1:20.93
1,9.98,1:30.55,2,9.90,1:30.64,3,9.64,1:30.66,4,9.89,1:30.82
2,10.13,1:40.663,3,10.22,1:40.826,1,9.80,1:40.441,4,10.17,1:40.964
