Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME,AHN Hyun-Soo POSITION,AHN Hyun-Soo LAP TIME,AHN Hyun-Soo ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME
4,14.098,14.098,1,13.854,13.854,2,13.989,13.989,3,14.089,14.089
3,10.148,24.246,2,10.289,24.143,1,10.029,24.018,4,10.324,24.412
2,10.131,34.376,3,10.304,34.447,1,10.247,34.264,4,10.175,34.587
1,9.495,43.871,3,9.590,44.037,2,9.759,44.023,4,9.647,44.234
2,9.618,53.489,3,9.513,53.549,1,9.394,53.417,4,9.521,53.755
2,9.268,1:02.757,3,9.319,1:02.868,1,9.328,1:02.744,4,9.432,1:03.186
2,9.278,1:12.034,3,9.216,1:12.084,1,9.201,1:11.945,4,9.111,1:12.297
2,9.237,1:21.271,3,9.245,1:21.328,1,9.247,1:21.191,4,9.493,1:21.789
2,9.41,1:30.677,4,9.73,1:31.050,1,9.39,1:30.579,3,9.26,1:31.047
