MANOILOVA Katrin POSITION,MANOILOVA Katrin LAP TIME,MANOILOVA Katrin ELAPSED TIME,Andrea KESZLER POSITION,Andrea KESZLER LAP TIME,Andrea KESZLER ELAPSED TIME,Valeriya REZNIK POSITION,Valeriya REZNIK LAP TIME,Valeriya REZNIK ELAPSED TIME,KIM Alang POSITION,KIM Alang LAP TIME,KIM Alang ELAPSED TIME
3,13.43,13.43,1,13.19,13.19,2,13.29,13.29,4,13.59,13.59
3,10.40,23.83,1,10.46,23.65,2,10.45,23.74,4,10.38,23.97
3,10.58,34.41,1,10.55,34.20,2,10.56,34.30,4,10.53,34.50
3,10.53,44.94,1,10.54,44.74,2,10.53,44.83,4,10.52,45.02
3,10.21,55.15,1,10.23,54.97,2,10.22,55.05,4,10.17,55.19
4,9.87,1:05.02,2,9.88,1:04.85,3,9.85,1:04.90,1,9.57,1:04.76
3,9.64,1:14.66,4,9.82,1:14.67,2,9.49,1:14.39,1,9.25,1:14.01
3,9.90,1:24.56,4,10.04,1:24.71,2,9.56,1:23.95,1,9.62,1:23.63
3,10.07,1:34.624,4,10.34,1:35.043,2,10.03,1:33.973,1,9.71,1:33.337
