Aika KLEIN POSITION,Aika KLEIN LAP TIME,Aika KLEIN ELAPSED TIME,Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME,Jessica HEWITT POSITION,Jessica HEWITT LAP TIME,Jessica HEWITT ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME
3,13.66,13.66,1,13.26,13.26,2,13.35,13.35,4,13.88,13.88
3,10.44,24.10,1,10.48,23.75,2,10.55,23.90,4,10.23,24.12
4,9.95,34.06,1,9.92,33.67,2,9.87,33.77,3,9.89,34.01
4,9.97,44.03,1,9.86,43.54,2,9.85,43.63,3,9.78,43.79
4,9.70,53.74,1,9.79,53.34,2,9.74,53.37,3,9.83,53.63
4,9.64,1:03.39,1,9.63,1:02.97,2,9.66,1:03.04,3,9.67,1:03.30
4,9.66,1:13.05,1,9.63,1:12.60,2,9.69,1:12.73,3,9.54,1:12.84
4,9.90,1:22.95,2,10.01,1:22.62,1,9.82,1:22.55,3,9.99,1:22.84
4,10.14,1:33.087,1,10.23,1:32.847,2,10.35,1:32.897,3,10.20,1:33.033
