LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME,Guillaume BASTILLE POSITION,Guillaume BASTILLE LAP TIME,Guillaume BASTILLE ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME
3,6.98,6.98,1,6.88,6.88,4,7.08,7.08,2,6.98,6.98
2,9.14,16.13,1,9.10,15.99,3,9.09,16.17,4,9.28,16.26
3,8.61,24.74,1,8.51,24.50,2,8.52,24.70,4,8.78,25.05
2,8.55,33.30,1,8.71,33.21,3,8.69,33.39,4,8.76,33.81
1,8.93,42.230,2,9.04,42.242,3,8.88,42.261,4,9.22,43.026
