ZHAO Nannan POSITION,ZHAO Nannan LAP TIME,ZHAO Nannan ELAPSED TIME,Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME,Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME,CHO Ha-Ri POSITION,CHO Ha-Ri LAP TIME,CHO Ha-Ri ELAPSED TIME
2,7.100,7.100,4,7.320,7.320,3,7.140,7.140,1,6.990,6.990
3,9.690,16.790,1,9.440,16.770,4,9.730,16.870,2,9.790,16.790
1,9.100,25.890,4,9.400,26.170,3,9.290,26.170,2,9.300,26.100
1,9.470,35.370,2,9.290,35.470,4,9.710,35.880,3,9.430,35.530
2,16.400,51.770,4,19.770,55.240,1,9.360,45.250,3,16.720,52.250
