Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME,Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME,Gabor GALAMBOS POSITION,Gabor GALAMBOS LAP TIME,Gabor GALAMBOS ELAPSED TIME,Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME
5,9.58,1:00.01,6,9.54,1:00.06,1,9.42,59.40,2,9.47,59.54,4,10.31,59.96,3,9.55,59.65
5,9.90,1:09.92,6,10.06,1:10.12,2,10.24,1:09.65,1,9.76,1:09.30,4,9.80,1:09.76,3,10.08,1:09.74
4,9.63,1:19.55,6,9.62,1:19.74,1,9.64,1:19.29,2,10.06,1:19.36,3,9.78,1:19.54,5,9.86,1:19.60
6,9.96,1:29.51,4,9.69,1:29.44,1,10.08,1:29.38,3,10.03,1:29.40,2,9.83,1:29.38,5,9.85,1:29.45
6,10.01,1:39.52,5,10.04,1:39.49,2,9.68,1:39.06,1,9.30,1:38.71,4,9.94,1:39.32,3,9.68,1:39.13
4,9.18,1:48.71,6,9.65,1:49.15,1,9.29,1:48.36,3,9.77,1:48.48,5,9.40,1:48.72,2,9.31,1:48.45
4,9.25,1:57.96,6,9.73,1:58.89,2,9.46,1:57.82,1,9.10,1:57.59,5,9.23,1:57.96,3,9.44,1:57.89
5,9.59,2:07.56,6,10.42,2:09.31,2,9.56,2:07.38,3,9.80,2:07.39,1,9.39,2:07.36,4,9.56,2:07.45
3,9.83,2:17.384,5,11.18,2:20.486,6,18.69,2:26.069,1,9.73,2:17.115,4,10.27,2:17.622,2,9.78,2:17.221
