Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,PARK Seung-Hi POSITION,PARK Seung-Hi LAP TIME,PARK Seung-Hi ELAPSED TIME,ZHAO Nannan POSITION,ZHAO Nannan LAP TIME,ZHAO Nannan ELAPSED TIME,Kalyna ROBERGE POSITION,Kalyna ROBERGE LAP TIME,Kalyna ROBERGE ELAPSED TIME
0,,,0,,,0,,,0,,
0,,,0,,,0,,,0,,
0,,,0,,,0,,,0,,
0,,,0,,,0,,,0,,
4,7.540,7.540,3,7.210,7.210,1,7.160,7.160,2,7.170,7.170
4,9.900,17.440,3,10.020,17.240,1,9.780,16.940,2,9.800,16.970
4,9.410,26.850,3,9.310,26.560,2,9.500,26.450,1,8.750,25.720
4,9.430,36.290,2,9.220,35.780,1,9.180,35.630,3,10.250,35.980
4,9.710,46.000,2,9.340,45.130,1,9.390,45.030,3,9.270,45.250
