Caroline MURPHY POSITION,Caroline MURPHY LAP TIME,Caroline MURPHY ELAPSED TIME,Michaela KUNCIROVA POSITION,Michaela KUNCIROVA LAP TIME,Michaela KUNCIROVA ELAPSED TIME,HIRAI Ami POSITION,HIRAI Ami LAP TIME,HIRAI Ami ELAPSED TIME,Anja OBRADOVIC POSITION,Anja OBRADOVIC LAP TIME,Anja OBRADOVIC ELAPSED TIME
3,8.49,8.49,1,7.54,7.54,2,7.72,7.72,4,8.71,8.71
3,10.34,18.83,1,9.73,17.27,2,9.68,17.40,4,10.70,19.41
3,9.72,28.55,1,9.28,26.55,2,9.26,26.66,4,10.36,29.77
3,9.90,38.45,2,9.50,36.05,1,9.31,35.97,4,10.69,40.46
3,10.40,48.840,2,9.67,45.706,1,9.59,45.553,4,11.04,51.476
