SHIN Sae-Bom POSITION,SHIN Sae-Bom LAP TIME,SHIN Sae-Bom ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME,Julia RIEDEL POSITION,Julia RIEDEL LAP TIME,Julia RIEDEL ELAPSED TIME
1,7.390,7.390,2,7.680,7.680,4,7.980,7.980,3,7.830,7.830
1,9.660,17.060,3,9.880,17.560,2,9.420,17.400,4,9.870,17.710
1,9.220,26.280,3,9.540,27.100,2,9.280,26.680,4,9.430,27.140
1,9.450,35.730,4,9.580,36.690,2,9.740,36.430,3,9.440,36.580
1,9.670,45.410,3,9.660,46.360,2,9.840,46.280,4,9.930,46.510
