SHIN Sae-Bom POSITION,SHIN Sae-Bom LAP TIME,SHIN Sae-Bom ELAPSED TIME,FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME,Sanne van KERKHOF POSITION,Sanne van KERKHOF LAP TIME,Sanne van KERKHOF ELAPSED TIME,Daniela IVANOVA POSITION,Daniela IVANOVA LAP TIME,Daniela IVANOVA ELAPSED TIME
2,7.556,7.556,1,7.374,7.374,3,7.594,7.594,4,7.669,7.669
2,9.547,17.103,1,9.675,17.050,4,9.894,17.489,3,9.544,17.213
1,9.166,26.268,2,9.224,26.273,4,9.668,27.157,3,9.198,26.410
2,9.307,35.575,1,9.281,35.554,4,9.784,36.940,3,9.264,35.674
1,9.235,44.810,2,9.480,45.034,4,10.032,46.972,3,9.504,45.178
