Andre PULEC POSITION,Andre PULEC LAP TIME,Andre PULEC ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME
3,7.32,7.32,2,7.21,7.21,1,6.99,6.99,4,7.43,7.43
3,9.13,16.45,2,9.02,16.23,1,8.86,15.85,4,9.13,16.56
4,8.97,25.42,2,8.62,24.85,1,8.64,24.49,3,8.71,25.27
4,8.99,34.41,2,8.80,33.65,1,8.61,33.10,3,8.69,33.96
4,9.49,43.900,2,9.03,42.673,1,8.87,41.967,3,8.82,42.777
