Katia ZINI POSITION,Katia ZINI LAP TIME,Katia ZINI ELAPSED TIME,Alanna KRAUS POSITION,Alanna KRAUS LAP TIME,Alanna KRAUS ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME,FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME
2,7.607,7.607,1,7.457,7.457,3,7.652,7.652,4,7.855,7.855
4,9.987,17.594,1,9.900,17.357,2,9.778,17.430,3,9.734,17.589
4,9.540,27.133,1,9.461,26.818,3,9.563,26.992,2,9.338,26.926
4,9.688,36.821,2,9.865,36.683,1,9.387,36.379,3,9.759,36.685
3,9.93,46.747,2,9.77,46.452,4,11.25,47.625,1,9.69,46.366
