Edoardo REGGIANI POSITION,Edoardo REGGIANI LAP TIME,Edoardo REGGIANI ELAPSED TIME,de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME,Kyle UYEHARA POSITION,Kyle UYEHARA LAP TIME,Kyle UYEHARA ELAPSED TIME,Selim TANRIKULU POSITION,Selim TANRIKULU LAP TIME,Selim TANRIKULU ELAPSED TIME
1,7.06,7.06,3,7.27,7.27,2,7.18,7.18,4,7.31,7.31
1,9.16,16.22,4,9.27,16.54,2,9.17,16.35,3,9.16,16.47
1,8.85,25.07,4,8.77,25.31,2,8.76,25.11,3,8.73,25.20
1,9.15,34.22,4,9.22,34.53,3,9.38,34.49,2,9.16,34.36
1,9.07,43.285,4,9.11,43.639,3,9.01,43.495,2,9.00,43.354
