Zhen Wei YONG POSITION,Zhen Wei YONG LAP TIME,Zhen Wei YONG ELAPSED TIME,LUI Pan To Barton POSITION,LUI Pan To Barton LAP TIME,LUI Pan To Barton ELAPSED TIME,Menderes EREN POSITION,Menderes EREN LAP TIME,Menderes EREN ELAPSED TIME,Murray COCHRANE POSITION,Murray COCHRANE LAP TIME,Murray COCHRANE ELAPSED TIME
4,9.47,9.47,1,7.12,7.12,3,7.84,7.84,2,7.61,7.61
4,14.36,23.83,1,9.33,16.45,3,10.22,18.06,2,9.47,17.08
4,15.04,38.87,1,8.97,25.42,3,9.55,27.61,2,9.10,26.18
4,14.03,52.90,1,9.13,34.55,3,9.68,37.29,2,9.25,35.43
4,19.48,1:12.371,1,9.31,43.860,3,9.93,47.214,2,9.42,44.842
