Emily SCOTT POSITION,Emily SCOTT LAP TIME,Emily SCOTT ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME,WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME
4,14.61,14.61,3,14.56,14.56,2,14.53,14.53,1,14.43,14.43
4,11.91,26.52,3,11.83,26.39,2,11.73,26.26,1,11.73,26.16
4,11.24,37.76,1,11.16,37.55,2,11.29,37.55,3,11.40,37.56
4,9.93,47.69,2,10.03,47.58,1,9.90,47.45,3,10.04,47.60
4,9.92,57.61,3,9.95,57.53,1,9.76,57.21,2,9.80,57.40
4,9.92,1:07.53,3,9.95,1:07.48,1,10.10,1:07.31,2,9.97,1:07.37
3,10.06,1:17.59,4,10.12,1:17.60,2,10.12,1:17.43,1,10.05,1:17.42
2,9.85,1:27.44,4,10.13,1:27.73,3,10.10,1:27.53,1,9.97,1:27.39
1,9.87,1:37.307,4,10.53,1:38.251,3,10.11,1:37.631,2,10.02,1:37.402
