Adwin SNELLINK POSITION,Adwin SNELLINK LAP TIME,Adwin SNELLINK ELAPSED TIME,Cole KRUEGER POSITION,Cole KRUEGER LAP TIME,Cole KRUEGER ELAPSED TIME,Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME,XU Fu POSITION,XU Fu LAP TIME,XU Fu ELAPSED TIME,Vincent JEANNE POSITION,Vincent JEANNE LAP TIME,Vincent JEANNE ELAPSED TIME
2,12.98,12.98,1,12.91,12.91,4,13.20,13.20,3,13.14,13.14,5,13.24,13.24
1,9.66,22.64,2,9.80,22.71,5,9.84,23.04,4,9.65,22.79,3,9.52,22.76
1,9.54,32.18,2,9.50,32.21,5,9.57,32.61,4,9.68,32.47,3,9.63,32.39
3,9.61,41.79,1,9.30,41.51,5,9.43,42.04,4,9.40,41.87,2,9.27,41.66
3,9.07,50.86,1,9.13,50.64,5,9.09,51.13,4,9.07,50.94,2,9.10,50.76
4,9.17,1:00.03,1,9.13,59.77,5,8.99,1:00.12,3,9.03,59.97,2,9.10,59.86
5,9.43,1:09.46,1,9.18,1:08.95,4,9.18,1:09.30,3,9.16,1:09.13,2,9.23,1:09.09
5,9.41,1:18.87,2,9.47,1:18.42,3,9.19,1:18.49,1,9.04,1:18.17,4,9.45,1:18.54
5,9.67,1:28.54,3,9.60,1:28.02,2,9.20,1:27.69,1,9.17,1:27.34,4,9.58,1:28.12
