CHOI Ji Hyun POSITION,CHOI Ji Hyun LAP TIME,CHOI Ji Hyun ELAPSED TIME,Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,Caroline TRUCHON POSITION,Caroline TRUCHON LAP TIME,Caroline TRUCHON ELAPSED TIME,Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME
1,12.87,12.87,3,13.07,13.07,4,13.17,13.17,2,12.96,12.96
2,10.24,23.11,1,10.03,23.10,4,10.17,23.34,3,10.24,23.20
1,10.02,33.13,2,10.07,33.17,4,10.08,33.42,3,10.10,33.30
1,9.78,42.91,2,9.82,42.99,4,9.74,43.16,3,9.73,43.03
1,9.96,52.87,2,9.98,52.97,4,10.02,53.18,3,10.03,53.06
1,10.00,1:02.87,2,9.95,1:02.92,4,9.94,1:03.12,3,9.96,1:03.02
2,9.83,1:12.70,1,9.75,1:12.67,4,9.83,1:12.95,3,9.84,1:12.86
4,10.34,1:23.04,1,9.76,1:22.43,3,9.99,1:22.94,2,9.86,1:22.72
4,11.10,1:34.135,1,9.78,1:32.202,2,9.59,1:32.525,3,10.03,1:32.746
