CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Jordan MALONE POSITION,Jordan MALONE LAP TIME,Jordan MALONE ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME
0,13.919,13.919,0,13.758,13.758,0,13.733,13.733,0,14.186,14.186
0,10.361,24.280,0,10.420,24.178,0,10.256,23.989,0,10.364,24.550
0,10.533,34.813,0,10.409,34.587,0,10.336,34.325,0,10.236,34.786
0,9.562,44.375,0,9.629,44.216,0,9.785,44.110,0,9.448,44.234
0,9.537,53.912,0,9.563,53.778,0,9.549,53.659,0,9.701,53.934
0,9.182,1:03.094,0,9.011,1:02.789,0,9.435,1:03.094,0,9.342,1:03.276
0,9.956,1:13.050,0,8.960,1:11.749,0,9.164,1:12.258,0,9.075,1:12.351
0,7.921,1:20.971,0,9.125,1:20.874,0,9.375,1:21.633,0,9.455,1:21.806
0,9.409,1:30.380,0,9.263,1:30.137,0,9.545,1:31.177,0,8.821,1:30.627
