CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,QU Chunyu POSITION,QU Chunyu LAP TIME,QU Chunyu ELAPSED TIME,Selma POUTSMA POSITION,Selma POUTSMA LAP TIME,Selma POUTSMA ELAPSED TIME,Jamie MACDONALD POSITION,Jamie MACDONALD LAP TIME,Jamie MACDONALD ELAPSED TIME
2,13.51,13.51,3,13.61,13.61,1,13.36,13.36,5,13.73,13.73,4,13.65,13.65
2,10.22,23.73,3,10.21,23.82,4,10.48,23.84,5,10.24,23.97,1,9.93,23.58
1,9.90,33.63,4,10.11,33.93,3,9.98,33.82,5,10.05,34.02,2,10.11,33.69
1,10.03,43.66,4,10.01,43.94,3,10.05,43.87,5,10.03,44.05,2,10.08,43.77
1,9.79,53.45,4,9.73,53.67,2,9.70,53.57,5,9.74,53.79,3,9.87,53.64
1,9.40,1:02.85,2,9.29,1:02.96,3,9.43,1:03.00,5,9.36,1:03.15,4,9.43,1:03.07
1,9.19,1:12.04,2,9.29,1:12.25,3,9.42,1:12.42,5,9.52,1:12.67,4,9.41,1:12.48
1,9.33,1:21.37,2,9.43,1:21.68,4,9.47,1:21.89,5,9.54,1:22.21,3,9.38,1:21.86
1,9.53,1:30.883,3,,1:31.485,4,9.82,1:31.686,5,10.04,1:32.230,2,,1:31.472
