KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,ANIKEJ Rafal POSITION,ANIKEJ Rafal LAP TIME,ANIKEJ Rafal ELAPSED TIME,SHULGINOV Alexander POSITION,SHULGINOV Alexander LAP TIME,SHULGINOV Alexander ELAPSED TIME
1,12.75,12.75,3,13.00,13.00,4,13.14,13.14,2,12.85,12.85,5,13.31,13.31,6,13.46,13.46
2,9.62,22.37,3,9.48,22.48,4,9.46,22.60,1,9.43,22.28,6,9.40,22.71,5,9.22,22.68
2,9.60,31.97,3,9.57,32.05,5,9.65,32.25,1,9.57,31.85,6,9.70,32.41,4,9.50,32.18
4,9.60,41.57,2,9.48,41.53,5,9.49,41.74,1,9.56,41.41,6,9.48,41.89,3,9.38,41.56
2,8.81,50.38,3,8.95,50.48,5,8.86,50.60,1,8.86,50.27,6,8.87,50.76,4,9.03,50.59
2,8.73,59.11,3,8.73,59.21,5,8.86,59.46,1,8.80,59.07,6,8.82,59.58,4,8.78,59.37
1,8.68,1:07.79,3,8.85,1:08.06,5,8.83,1:08.29,2,8.86,1:07.93,6,8.81,1:08.39,4,8.83,1:08.20
1,8.82,1:16.61,3,8.75,1:16.81,5,8.82,1:17.11,2,8.73,1:16.66,6,8.86,1:17.25,4,8.78,1:16.98
1,8.90,1:25.51,3,8.91,1:25.72,5,8.84,1:25.938,2,8.96,1:25.62,6,9.01,1:26.243,4,8.87,1:25.85
