Robert BECKER POSITION,Robert BECKER LAP TIME,Robert BECKER ELAPSED TIME,Thibault CROLET POSITION,Thibault CROLET LAP TIME,Thibault CROLET ELAPSED TIME,Yuma SAKURAI POSITION,Yuma SAKURAI LAP TIME,Yuma SAKURAI ELAPSED TIME,Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME
4,13.76,13.76,3,13.75,13.75,1,13.53,13.53,2,13.62,13.62
4,10.18,23.94,1,9.78,23.53,2,10.18,23.71,3,10.21,23.83
4,9.84,33.78,3,10.22,33.75,1,9.95,33.66,2,9.85,33.68
4,9.82,43.60,3,9.72,43.47,2,9.73,43.39,1,9.62,43.30
4,9.69,53.29,3,9.70,53.17,2,9.70,53.09,1,9.65,52.95
4,9.44,1:02.73,3,9.45,1:02.62,2,9.44,1:02.53,1,9.45,1:02.40
4,9.32,1:12.05,3,9.33,1:11.95,2,9.34,1:11.87,1,9.38,1:11.78
3,9.31,1:21.36,4,9.43,1:21.38,2,9.43,1:21.30,1,9.48,1:21.26
4,10.67,1:32.028,3,9.55,1:30.923,1,9.23,1:30.526,2,9.64,1:30.895
