SCHEPERS Leander POSITION,SCHEPERS Leander LAP TIME,SCHEPERS Leander ELAPSED TIME,KOVACIC Jan POSITION,KOVACIC Jan LAP TIME,KOVACIC Jan ELAPSED TIME,AHN Hyun Jun POSITION,AHN Hyun Jun LAP TIME,AHN Hyun Jun ELAPSED TIME,MIYATA Shogo POSITION,MIYATA Shogo LAP TIME,MIYATA Shogo ELAPSED TIME
3,7.35,7.35,4,7.72,7.72,1,7.07,7.07,2,7.20,7.20
3,9.57,16.92,4,10.14,17.86,1,8.86,15.93,2,8.83,16.03
3,9.19,26.11,4,9.82,27.68,1,8.39,24.32,2,8.39,24.42
3,9.33,35.44,4,10.05,37.73,1,8.44,32.76,2,8.55,32.97
3,9.49,44.93,4,10.29,48.02,1,8.70,41.46,2,8.62,41.59
