BACSKAI Sara Luca POSITION,BACSKAI Sara Luca LAP TIME,BACSKAI Sara Luca ELAPSED TIME,Milada DOSLA POSITION,Milada DOSLA LAP TIME,Milada DOSLA ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME,BURIC Katarina POSITION,BURIC Katarina LAP TIME,BURIC Katarina ELAPSED TIME,Assel TAISHMANOVA POSITION,Assel TAISHMANOVA LAP TIME,Assel TAISHMANOVA ELAPSED TIME,DANNEEL Alexandra POSITION,DANNEEL Alexandra LAP TIME,DANNEEL Alexandra ELAPSED TIME
5,16.45,16.45,1,15.87,15.87,3,16.16,16.16,6,16.56,16.56,4,16.29,16.29,2,16.00,16.00
5,12.97,29.42,1,12.94,28.81,3,12.93,29.09,6,12.97,29.53,4,12.93,29.22,2,12.95,28.95
5,12.64,42.06,1,12.73,41.54,3,12.65,41.74,6,12.61,42.14,4,12.65,41.87,2,12.69,41.64
5,11.75,53.81,2,11.86,53.40,3,11.74,53.48,6,11.78,53.92,4,11.64,53.51,1,11.68,53.32
5,10.22,1:04.03,1,10.04,1:03.44,3,10.13,1:03.61,6,10.20,1:04.12,4,10.16,1:03.67,2,10.25,1:03.57
5,9.49,1:13.52,1,9.64,1:13.08,2,9.56,1:13.17,6,9.59,1:13.71,4,9.76,1:13.43,3,9.71,1:13.28
4,9.42,1:22.94,1,9.55,1:22.63,2,9.57,1:22.74,6,9.48,1:23.19,5,9.71,1:23.14,3,9.55,1:22.83
3,9.52,1:32.46,1,9.65,1:32.28,2,9.61,1:32.35,6,9.73,1:32.92,5,9.66,1:32.80,4,9.76,1:32.59
3,9.89,1:42.357,1,9.86,1:42.14,2,9.87,1:42.22,6,9.78,1:42.705,5,9.79,1:42.596,4,9.90,1:42.491
