Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,Mark McNEE POSITION,Mark McNEE LAP TIME,Mark McNEE ELAPSED TIME
2,6.944,6.944,4,7.089,7.089,1,6.898,6.898,3,7.070,7.070
1,9.408,16.352,4,9.439,16.528,2,9.526,16.424,3,9.420,16.489
1,8.923,25.275,4,8.859,25.386,2,8.888,25.311,3,8.896,25.384
1,9.079,34.353,3,9.117,34.502,4,9.317,34.628,2,9.027,34.411
1,9.32,43.668,2,9.24,43.740,4,9.54,44.161,3,9.36,43.771
