Oliver HORSEPOOL POSITION,Oliver HORSEPOOL LAP TIME,Oliver HORSEPOOL ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Alexander GERTSIKOV POSITION,Alexander GERTSIKOV LAP TIME,Alexander GERTSIKOV ELAPSED TIME
0,12.684,12.684,0,14.132,14.132,0,12.808,12.808,0,13.033,13.033
0,9.685,22.369,0,8.301,22.432,0,9.482,22.290,0,9.666,22.700
0,9.633,32.002,0,9.710,32.143,0,9.835,32.125,0,9.765,32.465
0,9.593,41.595,0,9.345,41.487,0,9.655,41.781,0,9.411,41.876
0,9.463,51.058,0,9.582,51.069,0,9.500,51.281,0,9.237,51.113
0,9.421,1:00.479,0,9.519,1:00.588,0,9.400,1:00.681,0,9.566,1:00.680
0,9.689,1:10.167,0,9.765,1:10.353,0,9.723,1:10.404,0,9.827,1:10.506
0,9.781,1:19.948,0,9.742,1:20.095,0,9.971,1:20.374,0,9.730,1:20.237
0,9.981,1:29.929,0,9.869,1:29.964,0,10.362,1:30.736,0,9.866,1:30.103
