Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME,Michael KOCH POSITION,Michael KOCH LAP TIME,Michael KOCH ELAPSED TIME,Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Bulat VALIULLIN POSITION,Bulat VALIULLIN LAP TIME,Bulat VALIULLIN ELAPSED TIME
2,6.844,6.844,3,7.207,7.207,1,6.761,6.761,4,7.334,7.334
2,9.177,16.020,3,9.137,16.344,1,8.856,15.617,4,9.189,16.522
2,8.930,24.949,4,9.243,25.587,1,8.981,24.597,3,8.598,25.120
2,8.906,33.855,4,9.157,34.744,1,9.004,33.601,3,8.884,34.003
2,9.13,42.981,4,9.81,44.546,1,9.25,42.849,3,9.03,43.025
