WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Tania VICENT POSITION,Tania VICENT LAP TIME,Tania VICENT ELAPSED TIME,Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME
2,7.470,7.470,3,7.524,7.524,4,7.733,7.733,1,7.184,7.184
1,9.187,16.657,3,9.466,16.989,4,9.636,17.368,2,9.733,16.917
1,9.120,25.777,3,9.039,26.027,4,9.172,26.540,2,9.019,25.936
1,9.185,34.961,3,9.135,35.162,4,9.323,35.862,2,9.107,35.042
1,9.41,44.369,3,9.40,44.562,4,9.67,45.524,2,9.46,44.495
