Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Liam O'BRIEN POSITION,Liam O'BRIEN LAP TIME,Liam O'BRIEN ELAPSED TIME,de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME,SONG Haochen POSITION,SONG Haochen LAP TIME,SONG Haochen ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME
1,6.83,6.83,5,7.47,7.47,2,7.06,7.06,3,7.19,,4,7.28,7.28
1,8.82,15.65,5,9.57,17.04,2,8.80,15.86,3,8.75,,4,8.79,16.07
1,8.50,24.15,5,9.22,26.26,2,8.51,24.37,3,8.50,,4,8.38,24.45
1,8.71,32.86,5,9.30,35.56,2,8.65,33.02,4,8.94,,3,8.73,33.18
1,8.95,41.81,3,9.57,45.13,2,8.89,41.91,4,17.86,,5,36.15,1:09.33
