Elisa CONFORTOLA POSITION,Elisa CONFORTOLA LAP TIME,Elisa CONFORTOLA ELAPSED TIME,ECKSTEIN Lisa POSITION,ECKSTEIN Lisa LAP TIME,ECKSTEIN Lisa ELAPSED TIME,LEECHINNAPHAT Vorravalan POSITION,LEECHINNAPHAT Vorravalan LAP TIME,LEECHINNAPHAT Vorravalan ELAPSED TIME,RUSNAKOVA Petra POSITION,RUSNAKOVA Petra LAP TIME,RUSNAKOVA Petra ELAPSED TIME,MATVEEVA Anna POSITION,MATVEEVA Anna LAP TIME,MATVEEVA Anna ELAPSED TIME
1,7.53,7.53,4,8.20,8.20,5,8.46,8.46,2,7.67,7.67,3,7.80,7.80
1,9.58,17.11,4,9.85,18.05,5,10.22,18.68,2,9.56,17.23,3,9.55,17.35
1,8.92,26.03,4,9.33,27.38,5,10.01,28.69,2,8.90,26.13,3,8.88,26.23
1,9.11,35.14,4,9.42,36.80,5,10.05,38.74,2,9.04,35.17,3,8.99,35.22
3,9.33,44.47,4,9.57,46.37,5,10.65,49.39,1,9.09,44.26,2,9.20,44.42
