Artem DENISOV POSITION,Artem DENISOV LAP TIME,Artem DENISOV ELAPSED TIME,XU Hongzhi POSITION,XU Hongzhi LAP TIME,XU Hongzhi ELAPSED TIME,LIM Yong Jin POSITION,LIM Yong Jin LAP TIME,LIM Yong Jin ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME
2,7.14,7.14,1,6.92,6.92,4,7.33,7.33,3,7.22,7.22
2,8.89,16.03,1,8.91,15.83,4,8.93,16.26,3,8.87,16.09
2,8.58,24.61,1,8.56,24.39,4,8.48,24.74,3,8.52,24.61
4,8.94,33.55,1,8.71,33.10,3,8.63,33.37,2,8.62,33.23
3,9.00,42.549,1,8.94,42.033,0,,PEN,2,9.12,42.343
