Alex BOISVERT-LACROIX POSITION,Alex BOISVERT-LACROIX LAP TIME,Alex BOISVERT-LACROIX ELAPSED TIME,SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME,Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME
2,6.860,6.860,4,6.950,6.950,3,6.940,6.940,1,6.760,6.760
1,8.860,15.720,3,8.880,15.840,2,8.890,15.830,4,9.490,16.260
1,8.220,23.950,2,8.480,24.320,3,8.520,24.360,4,8.420,24.690
1,8.830,32.790,3,8.810,33.140,2,8.760,33.120,4,9.070,33.760
2,9.330,42.120,1,8.980,42.120,3,9.170,42.300,4,8.990,42.750
