Michael GILDAY POSITION,Michael GILDAY LAP TIME,Michael GILDAY ELAPSED TIME,Simon CHO POSITION,Simon CHO LAP TIME,Simon CHO ELAPSED TIME,BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME
3,6.95,6.95,1,6.76,6.76,2,6.87,6.87,4,7.02,7.02
3,9.10,16.05,1,8.99,15.75,2,9.10,15.97,4,9.17,16.19
2,8.43,24.48,1,8.55,24.30,3,8.51,24.48,4,8.43,24.62
3,8.68,33.16,1,8.60,32.90,2,8.58,33.06,4,8.71,33.33
2,8.62,41.779,1,8.85,41.744,3,8.94,41.998,4,8.85,42.177
