START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,season,competition,event,gender,round,race
4,12.60,12.60,3,12.45,12.45,2,12.20,12.20,1,12.06,12.06,7,13.01,13.01,5,12.81,12.81,6,12.96,12.96,2014-2015,ISU World Cup 2014/15 - Seoul (KOR),1500m,m,Semifinals,3
4,17.10,29.70,3,17.04,29.49,2,17.05,29.25,1,17.05,29.11,7,17.25,30.26,6,17.25,30.06,5,16.94,29.90,2014-2015,ISU World Cup 2014/15 - Seoul (KOR),1500m,m,Semifinals,3
5,13.34,43.04,3,13.28,42.77,4,13.58,42.83,2,13.61,42.72,7,13.10,43.36,1,12.63,42.69,6,13.27,43.17,2014-2015,ISU World Cup 2014/15 - Seoul (KOR),1500m,m,Semifinals,3
5,11.52,54.56,2,11.47,54.24,3,11.44,54.27,4,11.61,54.33,6,11.29,54.65,1,11.39,54.08,7,11.49,54.66,2014-2015,ISU World Cup 2014/15 - Seoul (KOR),1500m,m,Semifinals,3
6,10.97,1:05.53,4,11.07,1:05.31,2,10.86,1:05.13,3,10.96,1:05.29,7,11.08,1:05.73,1,10.93,1:05.01,5,10.75,1:05.41,2014-2015,ISU World Cup 2014/15 - Seoul (KOR),1500m,m,Semifinals,3
6,10.05,1:15.58,4,9.96,1:15.27,3,10.00,1:15.13,1,9.62,1:14.91,7,9.98,1:15.71,2,10.01,1:15.02,5,10.05,1:15.46,2014-2015,ISU World Cup 2014/15 - Seoul (KOR),1500m,m,Semifinals,3
6,9.65,1:25.23,4,9.67,1:24.94,3,9.78,1:24.91,1,9.82,1:24.73,7,9.64,1:25.35,2,9.80,1:24.82,5,9.68,1:25.14,2014-2015,ISU World Cup 2014/15 - Seoul (KOR),1500m,m,Semifinals,3
6,9.41,1:34.64,7,33.62,1:58.56,3,9.49,1:34.40,2,9.54,1:34.27,5,9.28,1:34.63,1,9.44,1:34.26,4,9.40,1:34.54,2014-2015,ISU World Cup 2014/15 - Seoul (KOR),1500m,m,Semifinals,3
6,9.61,1:44.25,7,16.38,2:14.94,3,9.53,1:43.93,2,9.57,1:43.84,5,9.50,1:44.13,1,9.51,1:43.77,4,9.50,1:44.04,2014-2015,ISU World Cup 2014/15 - Seoul (KOR),1500m,m,Semifinals,3
6,9.48,1:53.73,7,15.46,2:30.40,3,9.55,1:53.48,2,9.56,1:53.40,4,9.40,1:53.53,1,9.58,1:53.35,5,9.58,1:53.62,2014-2015,ISU World Cup 2014/15 - Seoul (KOR),1500m,m,Semifinals,3
6,9.32,2:03.05,7,16.56,2:46.96,5,9.49,2:02.97,1,9.10,2:02.50,2,9.06,2:02.59,3,9.27,2:02.62,4,9.16,2:02.78,2014-2015,ISU World Cup 2014/15 - Seoul (KOR),1500m,m,Semifinals,3
5,9.74,2:12.79,,,,4,9.19,2:12.16,2,9.24,2:11.74,1,9.13,2:11.72,6,15.36,2:17.98,3,9.28,2:12.06,2014-2015,ISU World Cup 2014/15 - Seoul (KOR),1500m,m,Semifinals,3
5,9.73,2:22.52,,,,4,9.36,2:21.52,2,9.32,2:21.06,1,9.04,2:20.76,6,16.47,2:34.45,3,9.29,2:21.35,2014-2015,ISU World Cup 2014/15 - Seoul (KOR),1500m,m,Semifinals,3
0,,PEN,0,,notime,4,9.50,2:31.017,2,9.45,2:30.511,1,9.42,2:30.177,5,12.09,2:46.535,3,9.23,2:30.581,2014-2015,ISU World Cup 2014/15 - Seoul (KOR),1500m,m,Semifinals,3
