Susanne RUDOLPH POSITION,Susanne RUDOLPH LAP TIME,Susanne RUDOLPH ELAPSED TIME,Carly WILSON POSITION,Carly WILSON LAP TIME,Carly WILSON ELAPSED TIME,Mai SHINKAI POSITION,Mai SHINKAI LAP TIME,Mai SHINKAI ELAPSED TIME,Liesbeth MAU ASAM POSITION,Liesbeth MAU ASAM LAP TIME,Liesbeth MAU ASAM ELAPSED TIME
3,14.780,14.780,4,14.990,14.990,2,14.660,14.660,1,14.630,14.630
3,11.900,26.680,4,11.810,26.800,2,11.840,26.510,1,11.750,26.380
3,11.650,38.340,4,11.630,38.430,2,11.600,38.110,1,11.600,37.990
3,10.670,49.010,4,10.650,49.090,1,10.570,48.680,2,10.870,48.870
3,10.710,59.730,4,10.720,59.820,1,10.830,59.520,2,10.700,59.570
3,10.600,1:10.330,4,10.730,1:10.550,2,10.750,1:10.270,1,10.410,1:09.990
3,10.170,1:20.500,4,10.190,1:20.740,2,10.170,1:20.440,1,10.160,1:20.150
3,10.440,1:30.940,4,10.320,1:31.070,2,10.360,1:30.800,1,10.110,1:30.260
3,10.640,1:41.580,4,10.650,1:41.720,2,10.690,1:41.500,1,10.470,1:40.740
