TRAN Aaron POSITION,TRAN Aaron LAP TIME,TRAN Aaron ELAPSED TIME,SCHUBERT Christoph POSITION,SCHUBERT Christoph LAP TIME,SCHUBERT Christoph ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME,Michal DOMANSKI POSITION,Michal DOMANSKI LAP TIME,Michal DOMANSKI ELAPSED TIME,Klaudio NASRI POSITION,Klaudio NASRI LAP TIME,Klaudio NASRI ELAPSED TIME
1,12.24,12.24,4,12.69,12.69,3,12.51,12.51,2,12.38,12.38,5,12.81,12.81,6,12.99,12.99
1,9.29,21.53,4,9.18,21.87,3,9.23,21.74,2,9.24,21.62,5,9.19,22.00,6,9.15,22.14
1,9.00,30.53,4,8.94,30.81,3,8.94,30.68,2,8.99,30.61,5,8.92,30.92,6,9.06,31.20
1,8.97,39.50,4,9.07,39.88,3,9.07,39.75,2,9.00,39.61,5,9.08,40.00,6,9.07,40.27
1,9.06,48.56,4,8.98,48.86,3,9.01,48.76,2,9.05,48.66,5,8.98,48.98,6,8.89,49.16
1,8.82,57.38,4,8.85,57.71,3,8.81,57.57,2,8.84,57.50,5,8.97,57.95,6,9.00,58.16
1,8.84,1:06.22,4,8.84,1:06.55,3,8.86,1:06.43,2,8.86,1:06.36,5,9.15,1:07.10,6,9.17,1:07.33
1,9.04,1:15.26,4,9.06,1:15.61,2,9.03,1:15.46,3,9.15,1:15.51,5,9.52,1:16.62,6,9.40,1:16.73
1,9.32,1:24.58,3,9.29,1:24.90,2,9.29,1:24.75,4,9.70,1:25.217,6,10.01,1:26.623,5,9.74,1:26.476
