Adam TIMAR POSITION,Adam TIMAR LAP TIME,Adam TIMAR ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,Einar AGDESTEIN POSITION,Einar AGDESTEIN LAP TIME,Einar AGDESTEIN ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME
3,14.99,14.99,1,14.66,14.66,2,14.80,14.80,4,15.16,15.16
3,10.70,25.69,1,10.76,25.42,2,10.73,25.53,4,10.61,25.77
3,10.28,35.97,1,10.31,35.73,2,10.28,35.81,4,10.32,36.09
4,9.79,45.76,2,9.80,45.53,3,9.84,45.65,1,9.32,45.41
4,9.21,54.97,2,9.06,54.59,3,9.06,54.71,1,9.09,54.50
4,9.12,1:04.09,2,8.99,1:03.58,3,8.98,1:03.69,1,8.99,1:03.49
4,9.52,1:13.61,2,8.82,1:12.40,3,8.96,1:12.65,1,8.80,1:12.29
4,10.01,1:23.62,2,8.91,1:21.31,3,9.30,1:21.95,1,8.91,1:21.20
4,10.60,1:34.22,2,9.06,1:30.37,3,9.77,1:31.72,1,9.06,1:30.26
